UN_Unit,Unit_Reference,Unit_Location,Type_Description,Road_Name,GISEasting,GISNorthing,Elexon_Lamp_Unit_Type
8936,CC164,O/s 94/96,Lamp Column,Hanley Road,530514.875,187233.2656,LED
8938,CC161,O/s 80,Lamp Column,Hanley Road,530471.5,187198.6875,LED
8939,CC160,O/s 70,Lamp Column,Hanley Road,530452.25,187182.2031,LED
8940,CC157,O/s 50/52,Lamp Column,Hanley Road,530409.6875,187145.2969,LED
8941,CC155,O/s 29/31,Lamp Column,Hanley Road,530367.875,187126.6563,LED
8942,CC154,O/s 26/28,Lamp Column,Hanley Road,530356.1875,187099.2969,LED
8943,CC152,O/s 15,Lamp Column,Hanley Road,530316.3125,187082.2031,LED
8944,CC151,O/s 4,Lamp Column,Hanley Road,530309.625,187057.0781,LED
8945,CC149,S/o 472 Hornsey Road,Lamp Column,Hanley Road,530268,187040.4063,LED
8946,CC291,O/s S/o 354 Hornsey Road,Lamp Column,Tollington Park,530515.5,186676.75,LED
8947,CC290,O/s 8/10,Lamp Column,Tollington Park,530540.5,186686.1719,LED
8948,CC289,O/s 5-9,Lamp Column,Tollington Park,530549.125,186709.5469,LED
8949,CC288,O/s 16/18,Lamp Column,Tollington Park,530567.5,186713.5938,LED
8950,CC287,Opp J/w Wray Crescent,Lamp Column,Tollington Park,530582.5625,186729.0781,LED
8951,CC286,J/w Wray Crescent,Lamp Column,Tollington Park,530583.8125,186744.6563,LED
8952,CC285,S/o 1-14 Wray Crescent,Lamp Column,Tollington Park,530592.9375,186754.2969,LED
8953,CC284,O/s 42/44,Lamp Column,Tollington Park,530621,186769.5781,LED
8954,CC282,O/s 60,Lamp Column,Tollington Park,530659.5625,186817.0469,LED
8956,CC269,O/s 116,Lamp Column,Tollington Park,530862.375,187025.2344,LED
8957,CC268,O/s 71/73,Lamp Column,Tollington Park,530861.75,187038.3594,LED
8958,CC267,O/s 77/79,Lamp Column,Tollington Park,530873.3125,187050.3438,LED
8959,CC266,O/s 126/128,Lamp Column,Tollington Park,530893.4375,187058.9844,LED
8960,CC265,J/w Evershot Road,Lamp Column,Tollington Park,530893.75,187074.7656,LED
8961,CC264,O/s 83,Lamp Column,Tollington Park,530909.625,187088.8125,LED
8962,CC263,O/s 136/138,Lamp Column,Tollington Park,530929.25,187096.2813,LED
8963,CC262,Opp J/w Everleigh Street,Lamp Column,Tollington Park,530937.0625,187117.625,LED
8964,CC200,J/w Tollington Park,Lamp Column,Fonthill Road,530909.375,187066.0469,LED
8965,CC201,S/o 130 Tollington Park,Lamp Column,Fonthill Road,530921.375,187066.9531,LED
8966,CC203,R/o 130 Tollington Park,Lamp Column,Fonthill Road,530932.6875,187053.8438,LED
8967,CC202,Opp S/o 130 Tollington Park,Lamp Column,Fonthill Road,530923.25,187042.7344,LED
8968,CC205,O/s 9,Lamp Column,Fonthill Road,530954.9375,187034.625,LED
8969,CC204,O/s 2a,Lamp Column,Fonthill Road,530940.6875,187025.7656,LED
8970,CC207,O/s 17,Lamp Column,Fonthill Road,530971.0625,187019.2031,LED
8971,CC206,O/s 8/10,Lamp Column,Fonthill Road,530957.8125,187009.25,LED
8972,CC208,J/w Moray Road,Lamp Column,Fonthill Road,530983.375,186995.8125,LED
8973,CC209,J/w Moray Road,Lamp Column,Fonthill Road,530993.4072,186976.0794,LED
8974,CC210,J/w Moray Road,Lamp Column,Fonthill Road,531005.8125,186982.625,LED
8975,CC211,O/s 30,Lamp Column,Fonthill Road,531013.3125,186955.7031,LED
8976,CC212,O/s 39,Lamp Column,Fonthill Road,531024.25,186965.4219,LED
8977,CC214,O/s 47,Lamp Column,Fonthill Road,531041.1875,186948.6875,LED
8978,CC213,O/s 40,Lamp Column,Fonthill Road,531032.9375,186936.6563,LED
8979,CC216,O/s 57,Lamp Column,Fonthill Road,531059.625,186930.875,LED
8980,CC215,O/s 48,Lamp Column,Fonthill Road,531049,186921.4531,LED
8981,CC217,O/s 56,Lamp Column,Fonthill Road,531067.375,186906.1875,LED
8982,CC218,O/s 67,Lamp Column,Fonthill Road,531080.25,186908.0313,LED
8983,CC220,J/w Lennox Road,Lamp Column,Fonthill Road,531095,186895.7656,LED
8985,CC221,O/s 60/62,Lamp Column,Fonthill Road,531083.6875,186885.5625,LED
8986,CC222,O/s 18/20 Lenton Terrace,Lamp Column,Fonthill Road,531114.0625,186872.4063,LED
8987,CC224,O/s 80,Lamp Column,Fonthill Road,531117.5,186848.0625,SON
8990,CC232,O/s 102,Lamp Column,Fonthill Road,531150.375,186795.3594,SON
8992,CC235,O/s 113/115,Lamp Column,Fonthill Road,531183.5,186767.0156,SON
8994,CC237,O/s 118,Lamp Column,Fonthill Road,531179.4375,186747.1406,SON
8995,CC239,O/s 125,Lamp Column,Fonthill Road,531202.8125,186734.7344,SON
8996,CC240,O/s 126,Lamp Column,Fonthill Road,531193.125,186724.0156,SON
8997,CC242,O/s129/131,Lamp Column,Fonthill Road,531217.25,186710.7656,SON
8998,CC241,O/s 134,Lamp Column,Fonthill Road,531204,186706.0625,SON
8999,CC244,O/s 139,Lamp Column,Fonthill Road,531228.875,186691.0469,SON
9000,CC243,O/s 144,Lamp Column,Fonthill Road,531215.6875,186686.0469,SON
9001,CC248,Opp 158,Lamp Column,Fonthill Road,531248.0625,186658.625,SON
9002,CC387,J/w Seven Sisters Road,Lamp Column,Fonthill Road,531259.375,186636.6563,SON
9003,CC249,J/w Seven Sisters Road,Lamp Column,Fonthill Road,531251.125,186631.0313,SON
9004,CC199,J/w Moray Road,Lamp Column,Durham Road,530824.9375,186836.3438,LED
9005,CC198,O/s 23-26,Lamp Column,Durham Road,530830.8125,186811.5,LED
9006,CC197,O/s 27-30,Lamp Column,Durham Road,530841.25,186797.6094,LED
9007,CC196,J/w Hatley Road,Lamp Column,Durham Road,530860.75,186793.8281,LED
9008,CC195,J/w Thistlewood Close,Lamp Column,Durham Road,530864.375,186775.3906,LED
9009,CC194,Opp 32-35,Lamp Column,Durham Road,530890.1875,186762.2656,LED
9010,CC193,Opp J/w Lennox Road,Lamp Column,Durham Road,530899.6875,186739.4688,LED
9011,CC192,Opp J/w Woodbridge Close,Lamp Column,Durham Road,530912.125,186736.9375,LED
9012,CC191,Opp J/w Woodbridge Close,Lamp Column,Durham Road,530922.4375,186727.9375,LED
9013,CC190,End Of Allerton Walk,Lamp Column,Durham Road,530927,186706.9219,LED
9015,CC189,Opp Lennox House,Lamp Column,Durham Road,530945.25,186698.4844,LED
9016,CC188,O/s Lennox House,Lamp Column,Durham Road,530941.6875,186684.3594,LED
9017,CC187,Opp Alsen Day Centre,Lamp Column,Durham Road,530960.25,186674.7344,LED
9018,CC186,Opp Alsen Day Centre,Lamp Column,Durham Road,530968.4375,186658.7969,LED
9019,CC185,J/w Wesley Close,Lamp Column,Durham Road,530969.125,186641.0625,LED
9020,CC184,Opp 32-35,Lamp Column,Durham Road,530990.375,186627.875,LED
9022,CC183,O/s 40-43,Lamp Column,Durham Road,530997.625,186595.7813,LED
9023,CC181,Opp 55-58,Lamp Column,Durham Road,531030.9375,186564.6875,LED
9024,CC182,J/w Carew Close,Lamp Column,Durham Road,531015.5625,186588.8125,LED
9025,CC180,O/s 63-66,Lamp Column,Durham Road,531035.375,186536.8594,LED
9026,CC179,S/o 165 Seven Sisters Road,Lamp Column,Durham Road,531053.6875,186528.8594,LED
9027,CC178,J/w Seven Sisters Road,Lamp Column,Durham Road,531053.8125,186508.7813,LED
9028,CC467,Opp S/o Public House,Lamp Column,Lennox Road,531220.4323,187020.7168,LED
9029,CC466,O/s 75/77,Lamp Column,Lennox Road,531203.5,187022.3438,LED
9030,CC465,Opp 67,Lamp Column,Lennox Road,531194.3125,186996.8594,LED
9032,CC464,Opp J/w Charteris Road,Lamp Column,Lennox Road,531186,186989.4375,LED
9033,CC463,O/s 61,Lamp Column,Lennox Road,531161.5625,186983.2344,LED
9034,CC462,Opp J/w Clifton Terrace,Lamp Column,Lennox Road,531150.5625,186972.4375,LED
9035,CC461,Opp 47,Lamp Column,Lennox Road,531143.6875,186949.4219,LED
9036,CC460,Opp J/w Woodfall Road,Lamp Column,Lennox Road,531132.375,186937.5625,LED
9037,CC459,O/s 41,Lamp Column,Lennox Road,531110.5625,186935.9688,LED
9038,CC458,O/s 35,Lamp Column,Lennox Road,531102.625,186928.5469,LED
9039,CC457,J/w Fonthill Road,Lamp Column,Lennox Road,531091.25,186904.2031,LED
9040,CC456,S/o 60 Fonthill Road,Lamp Column,Lennox Road,531076.9375,186891.0938,LED
9041,CC586,End Of Road Dead End,Lamp Column,Pooles Park,531104.5451,186598.7089,LED
9042,CC585,Opposite 2a,Lamp Column,Pooles Park,531087.3917,186607.1214,LED
9044,CC123,Opp 29/30,Lamp Column,Clifton Terrace,531180.8125,186948.5938,LED
9046,CC121,O/s 19-21,Lamp Column,Clifton Terrace,531194.0625,186919.8594,LED
9047,CC120,Opp 11-13,Lamp Column,Clifton Terrace,531214.9375,186908.9219,LED
9049,CC250,S/o 14,Lamp Column,Morris Place,531226.5,186906.25,LED
9051,CC118,Opp 2-3,Lamp Column,Clifton Terrace,531237.4375,186883.1094,LED
9052,CC117,S/o Public House,Lamp Column,Clifton Terrace,531243.0625,186860.0781,LED
9053,CC539,North End Of Bus Station,Lamp Column,Wells Terrace,531318.25,186904.25,LED
9054,CC538,North End Of Bus Station,Lamp Column,Wells Terrace,531302.8125,186909.7813,LED
9057,CC533,O/s 9/10,Lamp Column,Wells Terrace,531229.5,186841.625,SON
9058,CC532,Opp Wells House,Lamp Column,Wells Terrace,531223.875,186822.875,SON
9059,CC531,O/s 2,Lamp Column,Wells Terrace,531206.3125,186819.8594,SON
9060,CC530,Opp S/o Club,Lamp Column,Wells Terrace,531191.875,186793.9531,SON
9061,CC529,S/o 111 Fonthill Road,Lamp Column,Wells Terrace,531176.9375,186792.9531,SON
9066,BC328,O/s 38a,Lamp Column,Hornsey Rise,530036.75,187572.4531,LED
9067,BC331,J/w Hornsey Rise Gardens,Lamp Column,Hornsey Rise,529976.8125,187627.625,LED
9068,BC326,Opposite 1a/3a,Lamp Column,Hornsey Rise,530053.0625,187522.625,LED
9069,BC325,Behind Health Centre,Lamp Column,Hornsey Rise,530068.8146,187500.4974,LED
9070,BC324,J/w Hillrise Road,Lamp Column,Hornsey Rise,530090.9375,187467.6875,LED
9071,BC323,J/w Beaumont Rise,Lamp Column,Hornsey Rise,530093.2435,187443.1089,LED
9072,BC322,J/w Ashley Road,Lamp Column,Hornsey Rise,530094.75,187423.1406,LED
9073,BC320,Opp 12,Lamp Column,Hornsey Rise,530107.8125,187379.9219,LED
9074,EC306,O/s 67/69,Lamp Column,Hornsey Road (area E Majority),531009.875,185832.7344,LED
9077,EC303,Opp 53,Lamp Column,Hornsey Road (area E Majority),531035,185797.9844,LED
9078,EC302,Opp Lowman Road,Lamp Column,Hornsey Road (area E Majority),531040.5625,185777.1563,LED
9079,EC301,S/o 66 Jackson Road,Lamp Column,Hornsey Road (area E Majority),531032.875,185759.0469,LED
9080,EC300,Opp R/o 66 Jackson Road,Lamp Column,Hornsey Road (area E Majority),531049.7992,185748.4582,LED
9081,EC299,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531055.125,185732.375,LED
9082,EC298,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531046.5,185721.0313,LED
9083,EC998,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531049.8125,185708.7031,LED
9084,EC290,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531061.701,185678.2131,LED
9085,EC292,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531055.5,185692.4531,LED
9086,EC294,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531052.375,185702.4375,LED
9087,EC297,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531058.4375,185721.2188,LED
9088,EC295,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531061.1875,185712.4219,LED
9089,EC293,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531064.4411,185705.2212,LED
9090,EC291,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531065.875,185697.3438,LED
9091,EC288,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531057.875,185685.4844,LED
9092,EC289,Under Bridge,Lamp Column,Hornsey Road (area E Majority),531070.7075,185685.4875,LED
9093,EC287,Opp 4 Ashburton Grove,Lamp Column,Hornsey Road (area E Majority),531067.25,185663.4844,LED
9098,EC282,Opp 48,Lamp Column,Hornsey Road (area E Majority),531075.25,185595.75,LED
9099,EC281,O/s 46,Lamp Column,Hornsey Road (area E Majority),531078.8971,185581.7163,LED
9100,EC280,Opp 35-43,Lamp Column,Hornsey Road (area E Majority),531072.6618,185566.1967,LED
9101,CC025,O/s 33,Lamp Column,Stroud Green Road,531183.6875,187080.5781,LED
9107,CC016,Adj To Morris Place,Lamp Column,Stroud Green Road,531278.875,186965,LED
9116,EC779,Opp Drayton Pub,Lamp Column,Drayton Park,531472.3125,185530.5938,LED
9117,FC517,O/s 26/28,Lamp Column,Elfort Road,531468.75,185871.3125,LED
9118,FC513,S/o 68 Aubert Park,Lamp Column,Elfort Road,531483.5,185788.0625,LED
9119,FC514,O/s 2/4,Lamp Column,Elfort Road,531488.9375,185810.125,LED
9120,FC515,O/s 7/9,Lamp Column,Elfort Road,531474.125,185829.0313,LED
9121,FC516,O/s 15/17,Lamp Column,Elfort Road,531467.5,185849.1719,LED
9122,FC518,O/s 31/33,Lamp Column,Elfort Road,531454.75,185887.9844,LED
9123,FC519,O/s 42,Lamp Column,Elfort Road,531456.125,185909.8125,LED
9124,FC520,Opp 44a,Lamp Column,Elfort Road,531441.875,185927.4063,LED
9125,FC521,Opp 53,Lamp Column,Elfort Road,531442,185953.4844,LED
9126,FC522,O/s 59,Lamp Column,Elfort Road,531427.8125,185971.1563,LED
9127,FC523,O/s 54/56,Lamp Column,Elfort Road,531428.125,185994.7031,LED
9128,FC524,O/s 64/66,Lamp Column,Elfort Road,531414.3125,186005.3438,LED
9129,FC525,S/o 182 Drayton Park,Lamp Column,Elfort Road,531389.6875,185999.5625,LED
9130,FC335,J/w Drayton Park,Lamp Column,Gillespie Road,531362.5,186058.5625,LED
9131,FC334,O/s 156/158,Lamp Column,Gillespie Road,531384.3125,186070.4375,LED
9132,FC333,S/o 195 Highbury Hill,Lamp Column,Gillespie Road,531406.6875,186073.0625,LED
9134,FC331,O/s 132,Lamp Column,Gillespie Road,531436.4375,186099.6875,LED
9135,FC330,O/s 125/127,Lamp Column,Gillespie Road,531458.4375,186102.0781,LED
9136,FC329,O/s 114/116,Lamp Column,Gillespie Road,531475.625,186121.7656,LED
9137,FC328,O/s 107,Lamp Column,Gillespie Road,531500.5,186126,LED
9138,FC327,O/s 97/99,Lamp Column,Gillespie Road,531519.5,186136.3438,LED
9139,FC326,O/s 102,Lamp Column,Gillespie Road,531535.4375,186155.4844,LED
9140,FC325,O/s 81,Lamp Column,Gillespie Road,531561.25,186159.875,LED
9141,FC324,S/o 154 St Thomas Road,Lamp Column,Gillespie Road,531576.3125,186178.7031,LED
9142,FC323,S/o 42 Avenell Rd,Lamp Column,Gillespie Road,531602.25,186184.6406,LED
9143,FC322,O/s 98,Lamp Column,Gillespie Road,531624.125,186203.7031,LED
9144,FC321,O/s 92,Lamp Column,Gillespie Road,531638.5,186213.4219,LED
9145,FC320,O/s 49,Lamp Column,Gillespie Road,531663.125,186216.2031,LED
9146,FC319,O/s 41,Lamp Column,Gillespie Road,531680.8125,186227.5469,LED
9147,FC318,S/o 103 Plimsoll Road,Lamp Column,Gillespie Road,531695.75,186245.9063,LED
9148,FC317,O/s 74,Lamp Column,Gillespie Road,531716.625,186257.4844,LED
9149,FC316,O/s 19,Lamp Column,Gillespie Road,531741.4375,186259.2656,LED
9150,FC313,O/s Primary School,Lamp Column,Gillespie Road,531785.0625,186286.4219,LED
9151,FC312,O/s 34,Lamp Column,Gillespie Road,531801.4375,186305.4844,LED
9152,FC311,O/s Primary School,Lamp Column,Gillespie Road,531822.8125,186307.875,LED
9153,FC310,O/s 16/18,Lamp Column,Gillespie Road,531839.8125,186327,LED
9154,FC309,O/s 8-10,Lamp Column,Gillespie Road,531858.4375,186339.2656,LED
9155,FC308,S/o 158 Blackstock Road,Lamp Column,Gillespie Road,531886.4375,186343.6563,LED
9156,EC777,Outside Mot Centre,Lamp Column,Drayton Park,531476.8125,185509.5,LED
9158,EC775,Junc Whistler Street,Lamp Column,Drayton Park,531491.9375,185486.4219,LED
9159,EC774,Opp. Whistler Street,Lamp Column,Drayton Park,531472.625,185473.8906,LED
9160,EC772,O/S No 67,Lamp Column,Drayton Park,531463.3874,185453.3045,LED
9161,EC773,Outside Council Office,Lamp Column,Drayton Park,531480.25,185446.4219,LED
9162,EC770,Op. Drayton Pk Station,Lamp Column,Drayton Park,531448.875,185425.6406,LED
9163,EC769,Opp. Bryantwood Rd,Lamp Column,Drayton Park,531458.6813,185412.6771,LED
9164,EC768,Junc. Bryantwood Rd,Lamp Column,Drayton Park,531434.2435,185407.7,LED
9165,EC767,Junc Arvon Road,Lamp Column,Drayton Park,531430.4396,185397.7064,LED
9166,EC766,O/s School,Lamp Column,Drayton Park,531421,185379,LED
9167,EC765,Opp 51,Lamp Column,Drayton Park,531403.2664,185369.1445,LED
9168,EC764,O/s 53,Lamp Column,Drayton Park,531393.75,185382.7344,LED
9169,EC763,Opp 43,Lamp Column,Drayton Park,531375.75,185358.9688,LED
9170,EC762,O/s 43,Lamp Column,Drayton Park,531363.4133,185372.8469,LED
9171,EC760,Opp Clinic,Lamp Column,Drayton Park,531334.3125,185362.6406,LED
9172,EC761,O/s Clinic,Lamp Column,Drayton Park,531337.0311,185346.3733,LED
9173,EC759,Opp 25,Lamp Column,Drayton Park,531311.2271,185337.2393,LED
9174,EC756,O/s 30,Lamp Column,Drayton Park,531278.7924,185324.8012,LED
9175,EC757,Opp 30,Lamp Column,Drayton Park,531270.5998,185340.5888,LED
9176,EC754,By Tele Box,Lamp Column,Drayton Park,531260.25,185308.4909,LED
9177,EC755,Opp Tele Box,Lamp Column,Drayton Park,531247,185321.7344,LED
9178,EC753,Junc Benwell Rd,Lamp Column,Drayton Park,531233.907,185290.8895,LED
9179,EC752,Junc Benwell Rd,Lamp Column,Drayton Park,531242.875,185285.2031,LED
9180,EC751,Junc Benwell Rd,Lamp Column,Drayton Park,531225.5312,185280.2359,LED
9181,EC750,Opp Horsell Rd,Lamp Column,Drayton Park,531214.5,185273.8281,LED
9182,EC749,Opp Drayton Park Mews,Lamp Column,Drayton Park,531208.3125,185243.9844,LED
9183,EC748,Junc Holloway Park,Lamp Column,Drayton Park,531184.8125,185231.3906,LED
9184,FC460,O/s 50/52,Lamp Column,Avenell Road,531626.9375,186159.8906,LED
9185,FC461,O/s 58,Lamp Column,Avenell Road,531635.3125,186140.5156,LED
9186,FC462,S/o 70 Elwood Street,Lamp Column,Avenell Road,531652.6875,186121.9375,LED
9187,FC463,Opp J/w Elwood Street,Lamp Column,Avenell Road,531667.0539,186086.9451,LED
9188,FC464,O/s 57,Lamp Column,Avenell Road,531673,186074.7813,LED
9189,FC465,Opp 65/67,Lamp Column,Avenell Road,531673.25,186052.4844,LED
9190,FC466,Opp J/w Conewood Street,Lamp Column,Avenell Road,531682.875,186029.6406,LED
9191,FC467,O/s 77,Lamp Column,Avenell Road,531700.6875,186010.3438,LED
9192,FC468,O/s 1-8 Herbert Chapman Court,Lamp Column,Avenell Road,531710.4375,185988.9063,LED
9193,FC469,Opp J/w Elphinstone Street,Lamp Column,Avenell Road,531711.375,185964.5156,LED
9194,FC470,O/s 9-16 Herbert Chapman Court,Lamp Column,Avenell Road,531728.6875,185946.3906,LED
9195,FC471,Opp 1-13 Avenell Mansions,Lamp Column,Avenell Road,531730.625,185920.8438,LED
9196,FC472,O/s 113,Lamp Column,Avenell Road,531748.6875,185899.7813,LED
9197,FC473,Opp J/w Lucerne Road,Lamp Column,Avenell Road,531750.375,185875.25,LED
9198,FC474,O/s 123/125,Lamp Column,Avenell Road,531765.1875,185862.9063,LED
9199,FC475,O/s 131/133,Lamp Column,Avenell Road,531774.0625,185842.4531,LED
9200,FC476,Opp 139/141,Lamp Column,Avenell Road,531774.875,185819.6094,LED
9201,FC477,Opp S/o 36 Aubert Park,Lamp Column,Avenell Road,531783.8125,185799.1719,LED
9202,FC449,S/o 28 Aubert Park,Lamp Column,Aubert Road,531839.3125,185807.4844,LED
9203,FC450,O/s 4/6,Lamp Column,Aubert Road,531838.5625,185831.8281,LED
9204,FC451,O/s 9/11,Lamp Column,Aubert Road,531822.75,185847.2188,LED
9205,FC452,Opp 17/19,Lamp Column,Aubert Road,531822.25,185869.5938,LED
9206,FC623,S/o 121 Avenell Road,Lamp Column,Lucerne Road,531764.1875,185879.5938,LED
9207,FC622,Opp 52,Lamp Column,Lucerne Road,531782.25,185878.125,LED
9208,FC621,O/s 46/48,Lamp Column,Lucerne Road,531795.4375,185892.3281,LED
9209,FC620,O/s 40/42,Lamp Column,Lucerne Road,531810.25,185888.0781,LED
9210,FC619,O/s 34,Lamp Column,Lucerne Road,531830,185882.2969,LED
9211,FC618,O/s 25/27,Lamp Column,Lucerne Road,531850.5625,185868.875,LED
9212,FC617,O/s 17/19,Lamp Column,Lucerne Road,531871.25,185866.4844,LED
9213,FC616,Opp 11,Lamp Column,Lucerne Road,531891.4375,185872.1875,LED
9214,FC615,Opp 3,Lamp Column,Lucerne Road,531911.25,185869.3281,LED
9215,FC614,S/o 73 Highbury Park,Lamp Column,Lucerne Road,531934.0625,185857.9844,LED
9216,FC242,J/w Highbury Park,Lamp Column,Aubert Park,531936.75,185804.875,LED
9217,FC244,O/s 6,Lamp Column,Aubert Park,531914.5541,185814.5758,LED
9218,FC245,O/s 1a,Lamp Column,Aubert Park,531882.375,185792.4531,LED
9219,FC246,O/s 20,Lamp Column,Aubert Park,531871.75,185804.6563,LED
9220,FC247,O/s 1,Lamp Column,Aubert Park,531852.0625,185786.8125,LED
9221,FC248,O/s 30,Lamp Column,Aubert Park,531831.875,185796.7813,LED
9222,FC249,O/s 13,Lamp Column,Aubert Park,531795.8125,185780.9531,LED
9223,FC250,Opp 17,Lamp Column,Aubert Park,531775.125,185791.1563,LED
9224,FC251,J/w Panmure Close,Lamp Column,Aubert Park,531754.9375,185780.4219,LED
9225,FC252,O/s Aubert Court,Lamp Column,Aubert Park,531734.625,185787.5938,LED
9226,FC253,O/s 5-8 Westerdale Court,Lamp Column,Aubert Park,531716.5,185776.875,LED
9227,FC254,J/w Hamilton Park West,Lamp Column,Aubert Park,531693,185784.5938,LED
9228,FC255,Adj To 25,Lamp Column,Aubert Park,531674.125,185773.3125,LED
9229,FC256,Opp 29,Lamp Column,Aubert Park,531652.9375,185783.0469,LED
9230,FC257,Opp S/o 93 Highbury Hill,Lamp Column,Aubert Park,531633.6875,185771.5469,LED
9231,FC258,S/o 90 Highbury Hill,Lamp Column,Aubert Park,531611.9375,185781.5,LED
9232,FC259,S/o 90 Highbury Hill,Lamp Column,Aubert Park,531584.3125,185767.3125,LED
9233,FC260,O/s Tawney Court,Lamp Column,Aubert Park,531569.2599,185779.7555,LED
